source_id,curated_view,source_view_name,source_domain,grain,fields,field_types,cadence,classification,phi_sensitivity,dashboard_usage,validation_rules,future_mapping_placeholder
SRC_SYNTH_STAFFING_GAPS,CANONICAL.VW_SYNTH_STAFFING_GAPS,VW_SYNTH_STAFFING_GAPS,staffing / workload,unit-shift staffing aggregate,"site_id, unit_id, shift_start_ts, required_hours, scheduled_hours, skill_mix_group","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",shift to daily,direct_operational_signal,staff aggregate,"effective staffed beds, skill-mix constraint, workload pressure, surge staffing scenarios","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_046
SRC_SYNTH_WORKLOAD_ACUITY,CANONICAL.VW_SYNTH_WORKLOAD_ACUITY,VW_SYNTH_WORKLOAD_ACUITY,staffing / workload,unit-shift workload aggregate,"site_id, unit_id, workload_index, observation_level, isolation_factor","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",shift to daily,direct_operational_signal,staff aggregate,"effective staffed beds, skill-mix constraint, workload pressure, surge staffing scenarios","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_047
SRC_SYNTH_SKILL_MIX,CANONICAL.VW_SYNTH_SKILL_MIX,VW_SYNTH_SKILL_MIX,staffing / workload,skill-mix aggregate,"site_id, unit_id, skill_group, required_hours, scheduled_hours","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",shift to daily,direct_operational_signal,staff aggregate,"effective staffed beds, skill-mix constraint, workload pressure, surge staffing scenarios","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_048
SRC_SYNTH_FLOAT_POOL_AVAILABILITY,CANONICAL.VW_SYNTH_FLOAT_POOL_AVAILABILITY,VW_SYNTH_FLOAT_POOL_AVAILABILITY,staffing / workload,float-pool aggregate,"site_id, shift_start_ts, available_hours, deployable_skill_groups","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",shift to daily,direct_operational_signal,staff aggregate,"effective staffed beds, skill-mix constraint, workload pressure, surge staffing scenarios","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_049
SRC_SYNTH_SAFETY_EVENTS_AGG,CANONICAL.VW_SYNTH_SAFETY_EVENTS_AGG,VW_SYNTH_SAFETY_EVENTS_AGG,safety / quality,safety aggregate,"site_id, unit_or_program, signal_family, count, severity_proxy, review_status","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily,derived_operational_intelligence,sensitive aggregate,"clinical-surveillance synthetic-only panels, readmission/revisit, documentation completeness, data-quality events","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_050
SRC_SYNTH_READMISSION_REVISIT,CANONICAL.VW_SYNTH_READMISSION_REVISIT,VW_SYNTH_READMISSION_REVISIT,safety / quality,revisit aggregate,"site_id, program_or_unit, revisit_window, observed_count, expected_count","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily,derived_operational_intelligence,sensitive aggregate,"clinical-surveillance synthetic-only panels, readmission/revisit, documentation completeness, data-quality events","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_051
SRC_SYNTH_DOT_PHRASE_OR_DOC_COMPLETENESS_PROXY,CANONICAL.VW_SYNTH_DOT_PHRASE_OR_DOC_COMPLETENESS_PROXY,VW_SYNTH_DOT_PHRASE_OR_DOC_COMPLETENESS_PROXY,safety / quality,case-day aggregate,"case_id, site_id, procedure_group, scheduled_start_ts, case_status, post_op_bed_need","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily,derived_operational_intelligence,sensitive aggregate,"clinical-surveillance synthetic-only panels, readmission/revisit, documentation completeness, data-quality events","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_052
SRC_SYNTH_DATA_QUALITY_EVENTS,CANONICAL.VW_SYNTH_DATA_QUALITY_EVENTS,VW_SYNTH_DATA_QUALITY_EVENTS,safety / quality,quality event,"object_name, check_name, status, failed_rows, severity, detected_ts","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily,derived_operational_intelligence,sensitive aggregate,"clinical-surveillance synthetic-only panels, readmission/revisit, documentation completeness, data-quality events","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_053
SRC_OPEN_RESPIRATORY_ACTIVITY,OPEN_DATA.VW_OPEN_RESPIRATORY_ACTIVITY,VW_OPEN_RESPIRATORY_ACTIVITY,open data,region-week,"region_id, week_start, respiratory_activity_index, source_release_date","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily to weekly,direct_operational_signal,public open data,"respiratory/weather context, population denominator, calendar/school effects, community demand proxy","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_054
SRC_OPEN_WEATHER_AQHI,OPEN_DATA.VW_OPEN_WEATHER_AQHI,VW_OPEN_WEATHER_AQHI,open data,region-day,"region_id, date, temperature_c, aqhi_max, smoke_flag","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily to weekly,direct_operational_signal,public open data,"respiratory/weather context, population denominator, calendar/school effects, community demand proxy","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_055
SRC_OPEN_POPULATION_DEMOGRAPHICS,OPEN_DATA.VW_OPEN_POPULATION_DEMOGRAPHICS,VW_OPEN_POPULATION_DEMOGRAPHICS,open data,region-age-band,"region_id, age_band, population_count, vintage_year","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily to weekly,direct_operational_signal,public open data,"respiratory/weather context, population denominator, calendar/school effects, community demand proxy","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_056
SRC_OPEN_CALENDAR_HOLIDAY_SCHOOL,OPEN_DATA.VW_OPEN_CALENDAR_HOLIDAY_SCHOOL,VW_OPEN_CALENDAR_HOLIDAY_SCHOOL,open data,date,"date, school_in_session_flag, holiday_flag, fiscal_period, season_label","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily to weekly,direct_operational_signal,public open data,"respiratory/weather context, population denominator, calendar/school effects, community demand proxy","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_057
SRC_OPEN_COMMUNITY_DEMAND_PROXY,OPEN_DATA.VW_OPEN_COMMUNITY_DEMAND_PROXY,VW_OPEN_COMMUNITY_DEMAND_PROXY,open data,region-week,"region_id, week_start, demand_proxy_index, caveat","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",daily to weekly,direct_operational_signal,public open data,"respiratory/weather context, population denominator, calendar/school effects, community demand proxy","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_058
SRC_MODEL_FEATURE_STORE_SUMMARY,MODEL.VW_MODEL_FEATURE_STORE_SUMMARY,VW_MODEL_FEATURE_STORE_SUMMARY,model / governance / learning,administration aggregate,"admin_group_id, med_class_group, due_ts, administration_status, delay_minutes","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_059
SRC_MODEL_PREDICTIONS,MODEL.VW_MODEL_PREDICTIONS,VW_MODEL_PREDICTIONS,model / governance / learning,asset-output,"asset_id, output_ts, site_id, unit_or_program, score, threshold, explanation_json","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_060
SRC_MODEL_VALIDATION_RESULTS,MODEL.VW_MODEL_VALIDATION_RESULTS,VW_MODEL_VALIDATION_RESULTS,model / governance / learning,result aggregate,"result_group_id, site_id, unit_or_program, result_category, collection_ts, result_ts, turnaround_minutes","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_061
SRC_MODEL_DRIFT_RESULTS,MODEL.VW_MODEL_DRIFT_RESULTS,VW_MODEL_DRIFT_RESULTS,model / governance / learning,result aggregate,"result_group_id, site_id, unit_or_program, result_category, collection_ts, result_ts, turnaround_minutes","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_062
SRC_MODEL_CARD_REGISTRY,MODEL.VW_MODEL_CARD_REGISTRY,VW_MODEL_CARD_REGISTRY,model / governance / learning,asset registry,"asset_id, model_name, governance_status, deployment_status, owner, next_review","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_063
SRC_METRIC_REGISTRY,CONFIG.VW_METRIC_REGISTRY,VW_METRIC_REGISTRY,model / governance / learning,metric registry,"metric_id, formula, owner, validation_status, reviewed_date, caveat","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_064
SRC_WARNING_LOGIC_REGISTRY,CONFIG.VW_WARNING_LOGIC_REGISTRY,VW_WARNING_LOGIC_REGISTRY,model / governance / learning,warning registry,"warning_id, asset_id, threshold, severity, acknowledgement_required, rollback_flag","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_065
SRC_PANEL_REGISTRY,GOVERNANCE.VW_PANEL_REGISTRY,VW_PANEL_REGISTRY,model / governance / learning,panel registry,"panel_id, app_area, classification, source_ids, metric_ids, model_ids","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_066
SRC_COEFFICIENT_REGISTRY,CONFIG.VW_COEFFICIENT_REGISTRY,VW_COEFFICIENT_REGISTRY,model / governance / learning,coefficient registry,"coefficient_id, value, unit, owner, review_status, caveat","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_067
SRC_DIRECT_LINKAGE_VALIDATION,GOVERNANCE.VW_DIRECT_LINKAGE_VALIDATION,VW_DIRECT_LINKAGE_VALIDATION,model / governance / learning,asset-validation run,"asset_id, validation_run_id, cohort_label, metric_name, metric_value, reviewed_status","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,modelled_predictive_ai_asset,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_068
SRC_LEARNING_SYSTEM_EVENTS,APP.VW_LEARNING_SYSTEM_EVENTS,VW_LEARNING_SYSTEM_EVENTS,model / governance / learning,learning event,"event_id, event_type, created_at, created_by, related_metric_id, related_model_id, related_panel_id, related_scenario_id, payload_json","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_069
SRC_SCENARIO_RUNS,APP.VW_SCENARIO_RUNS,VW_SCENARIO_RUNS,model / governance / learning,scenario run,"scenario_run_id, scenario_id, created_at, created_by, inputs_json, outcome_json","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_070
SRC_SCENARIO_RESULTS,MART.VW_SCENARIO_RESULTS,VW_SCENARIO_RESULTS,model / governance / learning,result aggregate,"result_group_id, site_id, unit_or_program, result_category, collection_ts, result_ts, turnaround_minutes","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_071
SRC_USER_ANNOTATIONS,APP.VW_USER_ANNOTATIONS,VW_USER_ANNOTATIONS,model / governance / learning,annotation event,"event_id, created_at, app_area, related_ids, note, synthetic_demo_flag","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_072
SRC_GOVERNANCE_APPROVALS,GOVERNANCE.VW_GOVERNANCE_APPROVALS,VW_GOVERNANCE_APPROVALS,model / governance / learning,governance approval,"decision_id, related_id, decision, reviewer_role, created_at, payload_json","synthetic ids, timestamps, categorical dimensions, numeric measures, Boolean flags, and JSON payloads",event-driven to scheduled,derived_operational_intelligence,metadata only,"feature registry, predictions, validation, drift, model cards, warnings, panels, scenarios, annotations, approvals","source view present, field populated, freshness, row count, timestamp logic, referential integrity, metric owner approval, small-cell suppression",CONNECTCARE_OR_ENTERPRISE_MAPPING_TBD_073
SRC_SYNTH_HR_SHIFT_ROSTER,CANONICAL.VW_SYNTH_HR_SHIFT_ROSTER,VW_SYNTH_HR_SHIFT_ROSTER,staffing / workforce,site-unit-shift and site-program-day,"site_id, unit_or_program_id, role_group, required_hours, available_hours, absence_hours, overtime_hours, agency_hours","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",shift to daily,direct_operational_signal,staff aggregate,"effective beds, program capacity, HR constraint overlays, scenario levers","view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_SYNTH_HR_SHIFT_ROSTER_VIEW_MAPPING_TBD
SRC_SYNTH_HR_FLOAT_POOL,CANONICAL.VW_SYNTH_HR_FLOAT_POOL,VW_SYNTH_HR_FLOAT_POOL,staffing / workforce,site-role-day,"site_id, role_group, float_pool_hours, redeployable_hours, skill_match_rate, orientation_constraint_flag","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",daily,direct_operational_signal,staff aggregate,scenario float-pool and cross-coverage constraints,"view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_SYNTH_HR_FLOAT_POOL_VIEW_MAPPING_TBD
SRC_SYNTH_FINANCE_COST_CENTER,FINANCE.VW_SYNTH_COST_CENTER_DAY,VW_SYNTH_COST_CENTER_DAY,finance / resource,site-cost-centre-day,"site_id, cost_center_group, worked_hours_cost, overtime_cost, agency_cost, supply_cost, resource_ceiling","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",daily to monthly,direct_operational_signal,finance aggregate,"resource ceiling, marginal staffing cost, diagnostic and clinic template constraints","view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_SYNTH_FINANCE_COST_CENTER_VIEW_MAPPING_TBD
SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,FINANCE.VW_SYNTH_RESOURCE_ENVELOPE,VW_SYNTH_RESOURCE_ENVELOPE,finance / resource,site-service-program-period,"site_id, service_line, program_id, budget_proxy, committed_proxy, available_proxy, variance_proxy","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",weekly to monthly,derived_operational_intelligence,finance aggregate,"scenario feasibility, marginal resource use, trade-off cards","view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE_VIEW_MAPPING_TBD
SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,OPEN_DATA.VW_ALBERTA_RESPIRATORY_VIRUS_CONTEXT,VW_ALBERTA_RESPIRATORY_VIRUS_CONTEXT,open data,zone-week,"week_start, zone_proxy, rsv_index, influenza_index, covid_index, outbreak_proxy, lab_positivity_proxy","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",weekly cached public context,open_public_context,public open data,forecast lift and respiratory-surge scenarios,"view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD_VIEW_MAPPING_TBD
SRC_OPEN_AQHI_SMOKE_CONTEXT,OPEN_DATA.VW_AQHI_SMOKE_WEATHER_CONTEXT,VW_AQHI_SMOKE_WEATHER_CONTEXT,open data,site-day,"date, site_id, aqhi_max_proxy, smoke_pm25_proxy, temperature_proxy, precipitation_proxy","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",daily cached public context,open_public_context,public open data,"respiratory demand, no-show reliability, outreach feasibility","view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_OPEN_AQHI_SMOKE_CONTEXT_VIEW_MAPPING_TBD
SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,OPEN_DATA.VW_SCHOOL_HOLIDAY_CALENDAR,VW_SCHOOL_HOLIDAY_CALENDAR,open data,region-date,"date, region_proxy, school_break_flag, statutory_holiday_flag, exam_period_flag, pd_day_flag","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",annual calendar with daily expansion,open_public_context,public open data,"attendance patterns, ED demand, clinic template assumptions","view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR_VIEW_MAPPING_TBD
SRC_OPEN_STATCAN_PED_POPULATION,OPEN_DATA.VW_STATCAN_PED_POPULATION,VW_STATCAN_PED_POPULATION,open data,province-age-band-year,"year, age_band, province, population_estimate_proxy, growth_index","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",annual cached public context,open_public_context,public open data,denominators and demand growth assumptions,"view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_OPEN_STATCAN_PED_POPULATION_VIEW_MAPPING_TBD
SRC_OPEN_ED_WAIT_TIME_LOGIC,OPEN_DATA.VW_AHS_ED_WAIT_TIME_STYLE_LOGIC,VW_AHS_ED_WAIT_TIME_STYLE_LOGIC,open data,site-minute,"site_id, calculated_at, queued_by_acuity_proxy, physician_service_rate_proxy, resource_constraint_proxy, estimated_wait_minutes","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",2-minute synthetic replay of public-style calculation,open_public_context,public-method synthetic proxy,ED-boarder and triage-to-physician wait-time style context,"view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_OPEN_ED_WAIT_TIME_LOGIC_VIEW_MAPPING_TBD
SRC_SYNTH_NICU_FEATURE_WINDOWS,CANONICAL.VW_SYNTH_NICU_FEATURE_WINDOWS,VW_SYNTH_NICU_FEATURE_WINDOWS,neonatal safety / surveillance,unit-feature-window aggregate,"site_id, unit_id, feature_window_start, gestational_age_band_proxy, feeding_trajectory_proxy, abdominal_symptom_proxy, small_cell_suppressed","synthetic ids, categorical dimensions, timestamps, numeric measures, flags, and JSON payloads",hourly to daily synthetic replay,derived_operational_intelligence,sensitive aggregate only,NEC recognition rehearsal and neonatal safety implementation design,"view present, fields populated, freshness, row count, timestamp logic, denominator owner approval, small-cell suppression",CURATED_SRC_SYNTH_NICU_FEATURE_WINDOWS_VIEW_MAPPING_TBD
